star	group	ID	ID_alt	star_alt1	star_alt2	origin	snr	R	Rmax	Teff	eTeff	logg	elogg	vmic	evmic	vmac	vsini	e_vsini	[Ca/H]	e[Ca/H]	[Co/H]	e[Co/H]	[Cr/H]	e[Cr/H]	[Fe/H]	e[Fe/H]	[Mg/H]	e[Mg/H]	[Mn/H]	e[Mn/H]	[Ni/H]	e[Ni/H]	[Sc/H]	e[Sc/H]	[Si/H]	e[Si/H]	[Ti/H]	e[Ti/H]	[V/H]	e[V/H]	[Ca 1/H]	e[Ca 1/H]	n[Ca 1/H]	[Co 1/H]	e[Co 1/H]	n[Co 1/H]	[Cr 1/H]	e[Cr 1/H]	n[Cr 1/H]	[Fe 1/H]	e[Fe 1/H]	n[Fe 1/H]	[Fe 2/H]	e[Fe 2/H]	n[Fe 2/H]	[Mg 1/H]	e[Mg 1/H]	n[Mg 1/H]	[Mn 1/H]	e[Mn 1/H]	n[Mn 1/H]	[Ni 1/H]	e[Ni 1/H]	n[Ni 1/H]	[Sc 2/H]	e[Sc 2/H]	n[Sc 2/H]	[Si 1/H]	e[Si 1/H]	n[Si 1/H]	[Ti 1/H]	e[Ti 1/H]	n[Ti 1/H]	[Ti 2/H]	e[Ti 2/H]	n[Ti 2/H]	[V 1/H]	e[V 1/H]	n[V 1/H]	n_spectra	flag
HIP43587	K Dwarf (V)	HD75732_UVE_1	HIP43587_UVES_1	HD75732	-	UVES	540	42000	107200	5169	44	4.41	0.02	0.91	0.02	2.73	1.6	0.0	0.245	0.027	0.355	0.038	0.274	0.015	0.277	0.032	0.278	0.013	0.338	0.041	0.362	0.014	0.335	0.054	0.434	0.04	0.265	0.041	0.297	0.044	0.245	0.027	60	0.355	0.038	47	0.274	0.015	60	0.269	0.031	427	0.347	0.036	48	0.278	0.013	5	0.338	0.041	25	0.362	0.014	84	0.335	0.054	20	0.434	0.04	28	0.25	0.04	78	0.33	0.049	19	0.297	0.044	71	5	-
HIP43813	K Giant (III)	HD76294_ESP_1	HIP43813_ESPADONS_1	HD76294	-	ESPADONS	500	42000	68000	4836	14	2.49	0.04	1.57	0.02	4.27	1.6	0.0	-0.193	0.059	-0.186	0.07	-0.206	0.054	-0.188	0.047	-0.129	0.033	-0.274	0.087	-0.238	0.049	-0.171	0.068	-0.063	0.037	-0.22	0.062	-0.241	0.062	-0.193	0.059	33	-0.186	0.07	19	-0.206	0.054	24	-0.192	0.047	175	-0.148	0.048	19	-0.129	0.033	2	-0.274	0.087	10	-0.238	0.049	33	-0.171	0.068	8	-0.063	0.037	10	-0.232	0.064	34	-0.168	0.053	8	-0.241	0.062	30	2	-
HIP45343	K Dwarf (V)	HD79210_ESP_1	HIP45343_ESPADONS_1	HD79210	-	ESPADONS	819	42000	68000	3997	34	4.69	0.02	0.2	0.5	5.14	1.6	0.0	-0.394	0.119	-0.241	0.229	-0.426	0.118	-0.532	0.227	-0.52	0.017	-0.474	0.1	-0.432	0.133	-0.518	0.307	0.524	0.039	-0.486	0.12	-0.578	0.087	-0.394	0.119	12	-0.241	0.229	21	-0.426	0.118	26	-0.532	0.227	218			0	-0.52	0.017	3	-0.474	0.1	9	-0.432	0.133	23	-0.518	0.307	10	0.524	0.039	3	-0.576	0.115	29	-0.158	0.137	8	-0.578	0.087	40	3	-
HIP45343	K Dwarf (V)	HD79210_NAR_1	HIP45343_NARVAL_1	HD79210	-	NARVAL	245	42000	68000	3997	34	4.69	0.02	0.2	0.5	5.14	1.6	0.0	-0.394	0.119	-0.241	0.229	-0.426	0.118	-0.532	0.227	-0.52	0.017	-0.474	0.1	-0.432	0.133	-0.518	0.307	0.524	0.039	-0.486	0.12	-0.578	0.087	-0.394	0.119	12	-0.241	0.229	21	-0.426	0.118	26	-0.532	0.227	218			0	-0.52	0.017	3	-0.474	0.1	9	-0.432	0.133	23	-0.518	0.307	10	0.524	0.039	3	-0.576	0.115	29	-0.158	0.137	8	-0.578	0.087	40	3	-
HIP45860	K Bright Giant (II)	HD80493_HER_1	HIP45860_HERMES_1	HD80493	-	HERMES	383	42000	75000	3881	20	1.06	0.04	1.03	0.02	5.21	1.6	0.0	-0.185	0.078	-0.392	0.097	-0.287	0.151	-0.328	0.154	-0.211	0.025	-0.343	0.091	-0.318	0.11	-0.369	0.125	-0.138	0.302	-0.066	0.09	0.141	0.274	-0.185	0.078	18	-0.392	0.097	16	-0.287	0.151	14	-0.326	0.144	151	-0.358	0.269	13	-0.211	0.025	2	-0.343	0.091	6	-0.318	0.11	26	-0.369	0.125	6	-0.138	0.302	6	0.098	0.096	11	-0.292	0.083	8	0.141	0.274	15	2	-
HIP45860	K Bright Giant (II)	HD80493_NAR_1	HIP45860_NARVAL_1	HD80493	-	NARVAL	1145	42000	68000	3881	20	1.06	0.04	1.03	0.02	5.21	1.6	0.0	-0.185	0.078	-0.392	0.097	-0.287	0.151	-0.328	0.154	-0.211	0.025	-0.343	0.091	-0.318	0.11	-0.369	0.125	-0.138	0.302	-0.066	0.09	0.141	0.274	-0.185	0.078	18	-0.392	0.097	16	-0.287	0.151	14	-0.326	0.144	151	-0.358	0.269	13	-0.211	0.025	2	-0.343	0.091	6	-0.318	0.11	26	-0.369	0.125	6	-0.138	0.302	6	0.098	0.096	11	-0.292	0.083	8	0.141	0.274	15	2	-
HIP4587	K Giant (III)	HD5722_FER_1	HIP4587_FEROS_1	HD5722	-	FEROS	117	42000	48000	4914	50	2.61	0.05	1.46	0.02	4.28	1.6	0.0	-0.218	0.043	-0.218	0.068	-0.279	0.024	-0.26	0.04	-0.137	0.039	-0.323	0.041	-0.297	0.038	-0.159	0.039	-0.148	0.039	-0.209	0.035	-0.235	0.054	-0.218	0.043	34	-0.218	0.068	18	-0.279	0.024	23	-0.261	0.04	186	-0.245	0.039	19	-0.137	0.039	2	-0.323	0.041	10	-0.297	0.038	36	-0.159	0.039	8	-0.148	0.039	12	-0.219	0.035	35	-0.16	0.032	7	-0.235	0.054	30	2	-
HIP4587	K Giant (III)	HD5722_HAR_1	HIP4587_HARPS_1	HD5722	-	HARPS	349	42000	115000	4914	50	2.61	0.05	1.46	0.02	4.28	1.6	0.0	-0.218	0.043	-0.218	0.068	-0.279	0.024	-0.26	0.04	-0.137	0.039	-0.323	0.041	-0.297	0.038	-0.159	0.039	-0.148	0.039	-0.209	0.035	-0.235	0.054	-0.218	0.043	34	-0.218	0.068	18	-0.279	0.024	23	-0.261	0.04	186	-0.245	0.039	19	-0.137	0.039	2	-0.323	0.041	10	-0.297	0.038	36	-0.159	0.039	8	-0.148	0.039	12	-0.219	0.035	35	-0.16	0.032	7	-0.235	0.054	30	2	-
HIP46853	F Subgiant (IV)	HD82328_NAR_1	HIP46853_NARVAL_1	HD82328	-	NARVAL	1845	42000	68000	6217	44	3.83	0.05	1.76	0.03	7.14	1.6	0.0	-0.143	0.054	-0.301	0.039	-0.299	0.05	-0.238	0.035	-0.196	0.02	-0.355	0.053	-0.314	0.036	-0.143	0.025	-0.219	0.08	-0.177	0.039	-0.236	0.087	-0.143	0.054	34	-0.301	0.039	8	-0.299	0.05	22	-0.249	0.036	181	-0.125	0.027	18	-0.196	0.02	2	-0.355	0.053	6	-0.314	0.036	29	-0.143	0.025	8	-0.219	0.08	12	-0.193	0.045	33	-0.111	0.017	8	-0.236	0.087	21	2	-
HIP47080	G Dwarf (V)	HD82885_NAR_1	HIP47080_NARVAL_1	HD82885	-	NARVAL	211	42000	68000	5452	46	4.44	0.02	1.12	0.04	2.99	1.6	0.0	0.26	0.039	0.248	0.059	0.255	0.033	0.234	0.035	0.197	0.036	0.247	0.061	0.27	0.027	0.223	0.049	0.318	0.045	0.205	0.041	0.242	0.039	0.26	0.039	27	0.248	0.059	18	0.255	0.033	26	0.23	0.035	180	0.269	0.036	20	0.197	0.036	2	0.247	0.061	9	0.27	0.027	36	0.223	0.049	8	0.318	0.045	12	0.203	0.039	36	0.217	0.049	8	0.242	0.039	29	2	-
HIP47431	K Giant (III)	HD83618_FER_1	HIP47431_FEROS_1	HD83618	-	FEROS	194	42000	48000	4238	22	1.78	0.04	1.35	0.02	4.58	1.6	0.0	-0.184	0.05	-0.184	0.078	-0.203	0.051	-0.184	0.076	-0.052	0.039	-0.129	0.062	-0.203	0.098	-0.185	0.085	-0.022	0.1	-0.139	0.062	-0.237	0.137	-0.184	0.05	21	-0.184	0.078	16	-0.203	0.051	18	-0.19	0.075	151	-0.128	0.085	16	-0.052	0.039	2	-0.129	0.062	6	-0.203	0.098	31	-0.185	0.085	6	-0.022	0.1	9	-0.123	0.084	17	-0.174	0.014	8	-0.237	0.137	22	2	-
HIP47431	K Giant (III)	HD83618_HER_1	HIP47431_HERMES_1	HD83618	-	HERMES	247	42000	75000	4238	22	1.78	0.04	1.35	0.02	4.58	1.6	0.0	-0.184	0.05	-0.184	0.078	-0.203	0.051	-0.184	0.076	-0.052	0.039	-0.129	0.062	-0.203	0.098	-0.185	0.085	-0.022	0.1	-0.139	0.062	-0.237	0.137	-0.184	0.05	21	-0.184	0.078	16	-0.203	0.051	18	-0.19	0.075	151	-0.128	0.085	16	-0.052	0.039	2	-0.129	0.062	6	-0.203	0.098	31	-0.185	0.085	6	-0.022	0.1	9	-0.123	0.084	17	-0.174	0.014	8	-0.237	0.137	22	2	-
HIP47908	G Giant (III)	HD84441_FIE_1	HIP47908_FIES_1	HD84441	-	FIES	300	42000	65000	5314	17	2.36	0.05	2.14	0.03	4.42	1.6	0.0	-0.111	0.051	-0.206	0.045	-0.211	0.043	-0.163	0.032	-0.104	0.021	-0.255	0.018	-0.247	0.025	-0.051	0.027	-0.085	0.024	-0.167	0.034	-0.208	0.045	-0.111	0.051	38	-0.206	0.045	23	-0.211	0.043	32	-0.173	0.032	246	-0.059	0.036	24	-0.104	0.021	3	-0.255	0.018	9	-0.247	0.025	44	-0.051	0.027	12	-0.085	0.024	12	-0.201	0.036	44	-0.042	0.027	12	-0.208	0.045	40	3	-
HIP47908	G Giant (III)	HD84441_NAR_1	HIP47908_NARVAL_1	HD84441	-	NARVAL	1086	42000	68000	5314	17	2.36	0.05	2.14	0.03	4.42	1.6	0.0	-0.111	0.051	-0.206	0.045	-0.211	0.043	-0.163	0.032	-0.104	0.021	-0.255	0.018	-0.247	0.025	-0.051	0.027	-0.085	0.024	-0.167	0.034	-0.208	0.045	-0.111	0.051	38	-0.206	0.045	23	-0.211	0.043	32	-0.173	0.032	246	-0.059	0.036	24	-0.104	0.021	3	-0.255	0.018	9	-0.247	0.025	44	-0.051	0.027	12	-0.085	0.024	12	-0.201	0.036	44	-0.042	0.027	12	-0.208	0.045	40	3	-
HIP48152	F Dwarf (V)	HD84937_FIE_1	HIP48152_FIES_1	HD84937	HD84937	FIES	171	42000	65000	6484	106	4.16	0.05	0.67	0.25	10.32	1.6	0.0	-1.654	0.037	-0.489	0.484	-2.087	0.03	-1.974	0.073	-1.61	0.121			-1.966	0.257	-1.931	0.08	-1.679	0.217	-1.522	0.028	-0.702	0.566	-1.654	0.037	41	-0.489	0.484	1	-2.087	0.03	5	-1.977	0.075	112	-1.94	0.052	9	-1.61	0.121	3			0	-1.966	0.257	3	-1.931	0.08	7	-1.679	0.217	4	-1.489	0.023	19	-1.68	0.052	4	-0.702	0.566	2	3	Indirect theta
HIP48152	F Dwarf (V)	HD84937_HAR_1	HIP48152_HARPS_1	HD84937	HD84937	HARPS	556	42000	115000	6484	106	4.16	0.05	0.67	0.25	10.32	1.6	0.0	-1.654	0.037	-0.489	0.484	-2.087	0.03	-1.974	0.073	-1.61	0.121			-1.966	0.257	-1.931	0.08	-1.679	0.217	-1.522	0.028	-0.702	0.566	-1.654	0.037	41	-0.489	0.484	1	-2.087	0.03	5	-1.977	0.075	112	-1.94	0.052	9	-1.61	0.121	3			0	-1.966	0.257	3	-1.931	0.08	7	-1.679	0.217	4	-1.489	0.023	19	-1.68	0.052	4	-0.702	0.566	2	3	Indirect theta
HIP48152	F Dwarf (V)	HD84937_UVE_1	HIP48152_UVES_1	HD84937	HD84937	UVES	425	42000	74450	6484	106	4.16	0.05	0.67	0.25	10.32	1.6	0.0	-1.654	0.037	-0.489	0.484	-2.087	0.03	-1.974	0.073	-1.61	0.121			-1.966	0.257	-1.931	0.08	-1.679	0.217	-1.522	0.028	-0.702	0.566	-1.654	0.037	41	-0.489	0.484	1	-2.087	0.03	5	-1.977	0.075	112	-1.94	0.052	9	-1.61	0.121	3			0	-1.966	0.257	3	-1.931	0.08	7	-1.679	0.217	4	-1.489	0.023	19	-1.68	0.052	4	-0.702	0.566	2	3	Indirect theta
HIP48455	K Giant (III)	HD85503_ESP_1	HIP48455_ESPADONS_1	HD85503	muLeo	ESPADONS	1082	42000	68000	4519	23	2.43	0.06	1.25	0.02	3.79	1.6	0.0	0.276	0.046	0.33	0.062	0.285	0.045	0.19	0.063	0.393	0.018	0.371	0.017	0.322	0.058	0.124	0.051	0.417	0.113	0.326	0.064	0.381	0.114	0.276	0.046	42	0.33	0.062	32	0.285	0.045	35	0.198	0.063	292	0.114	0.058	34	0.393	0.018	4	0.371	0.017	5	0.322	0.058	61	0.124	0.051	12	0.417	0.113	19	0.355	0.053	35	0.261	0.089	16	0.381	0.114	43	4	-
HIP48455	K Giant (III)	HD85503_NAR_1	HIP48455_NARVAL_1	HD85503	muLeo	NARVAL	877	42000	68000	4519	23	2.43	0.06	1.25	0.02	3.79	1.6	0.0	0.276	0.046	0.33	0.062	0.285	0.045	0.19	0.063	0.393	0.018	0.371	0.017	0.322	0.058	0.124	0.051	0.417	0.113	0.326	0.064	0.381	0.114	0.276	0.046	42	0.33	0.062	32	0.285	0.045	35	0.198	0.063	292	0.114	0.058	34	0.393	0.018	4	0.371	0.017	5	0.322	0.058	61	0.124	0.051	12	0.417	0.113	19	0.355	0.053	35	0.261	0.089	16	0.381	0.114	43	4	-
HIP48455	K Giant (III)	HD85503_UVE_1	HIP48455_UVES_1	HD85503	muLeo	UVES	97	42000	48498	4519	23	2.43	0.06	1.25	0.02	3.79	1.6	0.0	0.276	0.046	0.33	0.062	0.285	0.045	0.19	0.063	0.393	0.018	0.371	0.017	0.322	0.058	0.124	0.051	0.417	0.113	0.326	0.064	0.381	0.114	0.276	0.046	42	0.33	0.062	32	0.285	0.045	35	0.198	0.063	292	0.114	0.058	34	0.393	0.018	4	0.371	0.017	5	0.322	0.058	61	0.124	0.051	12	0.417	0.113	19	0.355	0.053	35	0.261	0.089	16	0.381	0.114	43	4	-
HIP49081	G Dwarf (V)	HD86728_NAR_1	HIP49081_NARVAL_1	HD86728	-	NARVAL	861	42000	68000	5610	46	4.25	0.02	1.1	0.03	3.52	1.6	0.0	0.118	0.039	0.123	0.046	0.1	0.025	0.119	0.034	0.119	0.027	0.088	0.056	0.15	0.024	0.198	0.029	0.209	0.027	0.093	0.035	0.068	0.029	0.118	0.039	32	0.123	0.046	20	0.1	0.025	26	0.11	0.035	194	0.211	0.03	20	0.119	0.027	2	0.088	0.056	9	0.15	0.024	36	0.198	0.029	8	0.209	0.027	12	0.074	0.031	37	0.18	0.054	8	0.068	0.029	32	2	-
HIP49637	K Giant (III)	HD87837_CAF_1	HIP49637_CAFE_1	HD87837	-	CAFE	172	42000	62000	4106	47	1.59	0.06	1.16	0.04	4.59	1.6	0.0	0.001	0.072	-0.134	0.117	-0.113	0.103	-0.097	0.144	0.031	0.044	-0.004	0.042	-0.095	0.096	-0.198	0.078	0.017	0.148	0.064	0.115	0.161	0.228	0.001	0.072	16	-0.134	0.117	15	-0.113	0.103	13	-0.084	0.139	140	-0.229	0.193	14	0.031	0.044	2	-0.004	0.042	2	-0.095	0.096	26	-0.198	0.078	6	0.017	0.148	8	0.152	0.131	13	-0.078	0.088	8	0.161	0.228	20	2	-
HIP49637	K Giant (III)	HD87837_FIE_1	HIP49637_FIES_1	HD87837	-	FIES	181	42000	65000	4106	47	1.59	0.06	1.16	0.04	4.59	1.6	0.0	0.001	0.072	-0.134	0.117	-0.113	0.103	-0.097	0.144	0.031	0.044	-0.004	0.042	-0.095	0.096	-0.198	0.078	0.017	0.148	0.064	0.115	0.161	0.228	0.001	0.072	16	-0.134	0.117	15	-0.113	0.103	13	-0.084	0.139	140	-0.229	0.193	14	0.031	0.044	2	-0.004	0.042	2	-0.095	0.096	26	-0.198	0.078	6	0.017	0.148	8	0.152	0.131	13	-0.078	0.088	8	0.161	0.228	20	2	-
HIP49908	K Dwarf (V)	HD88230_ESP_1	HIP49908_ESPADONS_1	HD88230	-	ESPADONS	595	42000	68000	4132	72	4.63	0.04	0.2	0.5	4.76	1.6	0.0	-0.149	0.142	-0.083	0.182	-0.176	0.141	-0.257	0.226	-0.356	0.023	-0.272	0.116	-0.165	0.136	-0.267	0.258	0.103	0.521	-0.256	0.077	-0.241	0.1	-0.149	0.142	6	-0.083	0.182	16	-0.176	0.141	14	-0.257	0.226	142			0	-0.356	0.023	1	-0.272	0.116	8	-0.165	0.136	20	-0.267	0.258	8	0.103	0.521	4	-0.293	0.049	17	-0.153	0.157	6	-0.241	0.1	28	2	-
HIP49908	K Dwarf (V)	HD88230_NAR_1	HIP49908_NARVAL_1	HD88230	-	NARVAL	926	42000	68000	4132	72	4.63	0.04	0.2	0.5	4.76	1.6	0.0	-0.149	0.142	-0.083	0.182	-0.176	0.141	-0.257	0.226	-0.356	0.023	-0.272	0.116	-0.165	0.136	-0.267	0.258	0.103	0.521	-0.256	0.077	-0.241	0.1	-0.149	0.142	6	-0.083	0.182	16	-0.176	0.141	14	-0.257	0.226	142			0	-0.356	0.023	1	-0.272	0.116	8	-0.165	0.136	20	-0.267	0.258	8	0.103	0.521	4	-0.293	0.049	17	-0.153	0.157	6	-0.241	0.1	28	2	-
HIP50382	F Dwarf (V)	HD298986_UVE_1	HIP50382_UVES_1	HD298986	HD298986	UVES	257	42000	51690	6344	44	4.29	0.02	1.38	0.08	8.75	1.6	0.0	-1.012	0.066			-1.32	0.122	-1.222	0.081	-1.003	0.072	-1.607	0.288	-1.331	0.096	-1.31	0.046	-1.151	0.109	-0.956	0.074	-0.884	0.197	-1.012	0.066	16				-1.32	0.122	6	-1.223	0.083	69	-1.214	0.068	9	-1.003	0.072	1	-1.607	0.288	1	-1.331	0.096	6	-1.31	0.046	4	-1.151	0.109	3	-0.935	0.067	12	-1.017	0.097	4	-0.884	0.197	2	1	Indirect theta
HIP50564	F Dwarf (V)	HD89449_ESP_1	HIP50564_ESPADONS_1	HD89449	-	ESPADONS	1031	42000	68000	6385	120	4.12	0.05	1.71	0.04	8.05	1.6	0.0	0.081	0.036	-0.026	0.021	-0.034	0.045	0.035	0.036	0.019	0.02	-0.031	0.012	0.023	0.031	0.047	0.011	0.097	0.023	0.012	0.045	-0.021	0.066	0.081	0.036	56	-0.026	0.021	10	-0.034	0.045	34	0.027	0.038	292	0.102	0.026	35	0.019	0.02	4	-0.031	0.012	8	0.023	0.031	54	0.047	0.011	16	0.097	0.023	20	0.007	0.051	47	0.047	0.005	7	-0.021	0.066	32	4	-
HIP50564	F Dwarf (V)	HD89449_HAR_1	HIP50564_HARPS_1	HD89449	-	HARPS	833	42000	115000	6385	120	4.12	0.05	1.71	0.04	8.05	1.6	0.0	0.081	0.036	-0.026	0.021	-0.034	0.045	0.035	0.036	0.019	0.02	-0.031	0.012	0.023	0.031	0.047	0.011	0.097	0.023	0.012	0.045	-0.021	0.066	0.081	0.036	56	-0.026	0.021	10	-0.034	0.045	34	0.027	0.038	292	0.102	0.026	35	0.019	0.02	4	-0.031	0.012	8	0.023	0.031	54	0.047	0.011	16	0.097	0.023	20	0.007	0.051	47	0.047	0.005	7	-0.021	0.066	32	4	-
HIP50564	F Dwarf (V)	HD89449_NAR_1	HIP50564_NARVAL_1	HD89449	-	NARVAL	1541	42000	68000	6385	120	4.12	0.05	1.71	0.04	8.05	1.6	0.0	0.081	0.036	-0.026	0.021	-0.034	0.045	0.035	0.036	0.019	0.02	-0.031	0.012	0.023	0.031	0.047	0.011	0.097	0.023	0.012	0.045	-0.021	0.066	0.081	0.036	56	-0.026	0.021	10	-0.034	0.045	34	0.027	0.038	292	0.102	0.026	35	0.019	0.02	4	-0.031	0.012	8	0.023	0.031	54	0.047	0.011	16	0.097	0.023	20	0.007	0.051	47	0.047	0.005	7	-0.021	0.066	32	4	-
HIP50887	K Subgiant (IV)	HD90043_ESP_1	HIP50887_ESPADONS_1	HD90043	-	ESPADONS	1010	42000	68000	4801	83	3.11	0.06	1.15	0.03	3.89	1.6	0.0	-0.199	0.038	-0.203	0.045	-0.239	0.025	-0.186	0.035	-0.139	0.024	-0.288	0.064	-0.189	0.027	-0.084	0.039	0.001	0.039	-0.229	0.039	-0.307	0.053	-0.199	0.038	49	-0.203	0.045	27	-0.239	0.025	35	-0.201	0.036	275	-0.036	0.025	28	-0.139	0.024	3	-0.288	0.064	15	-0.189	0.027	53	-0.084	0.039	12	0.001	0.039	18	-0.265	0.042	52	-0.058	0.027	11	-0.307	0.053	43	3	-
HIP50887	K Subgiant (IV)	HD90043_FER_1	HIP50887_FEROS_1	HD90043	-	FEROS	129	42000	48000	4801	83	3.11	0.06	1.15	0.03	3.89	1.6	0.0	-0.199	0.038	-0.203	0.045	-0.239	0.025	-0.186	0.035	-0.139	0.024	-0.288	0.064	-0.189	0.027	-0.084	0.039	0.001	0.039	-0.229	0.039	-0.307	0.053	-0.199	0.038	49	-0.203	0.045	27	-0.239	0.025	35	-0.201	0.036	275	-0.036	0.025	28	-0.139	0.024	3	-0.288	0.064	15	-0.189	0.027	53	-0.084	0.039	12	0.001	0.039	18	-0.265	0.042	52	-0.058	0.027	11	-0.307	0.053	43	3	-
HIP50887	K Subgiant (IV)	HD90043_HAR_1	HIP50887_HARPS_1	HD90043	-	HARPS	281	42000	115000	4801	83	3.11	0.06	1.15	0.03	3.89	1.6	0.0	-0.199	0.038	-0.203	0.045	-0.239	0.025	-0.186	0.035	-0.139	0.024	-0.288	0.064	-0.189	0.027	-0.084	0.039	0.001	0.039	-0.229	0.039	-0.307	0.053	-0.199	0.038	49	-0.203	0.045	27	-0.239	0.025	35	-0.201	0.036	275	-0.036	0.025	28	-0.139	0.024	3	-0.288	0.064	15	-0.189	0.027	53	-0.084	0.039	12	0.001	0.039	18	-0.265	0.042	52	-0.058	0.027	11	-0.307	0.053	43	3	-
HIP51459	F Dwarf (V)	HD90839_ESP_1	HIP51459_ESPADONS_1	HD90839	-	ESPADONS	500	42000	68000	6259	56	4.4	0.02	1.38	0.02	7.06	1.6	0.0	0.005	0.038	-0.087	0.063	-0.048	0.019	-0.028	0.026	-0.059	0.023	-0.078	0.014	-0.091	0.036	-0.123	0.02	-0.091	0.019	-0.039	0.028	-0.058	0.05	0.005	0.038	36	-0.087	0.063	18	-0.048	0.019	23	-0.025	0.025	195	-0.056	0.031	20	-0.059	0.023	2	-0.078	0.014	8	-0.091	0.036	36	-0.123	0.02	8	-0.091	0.019	12	-0.03	0.026	38	-0.083	0.037	8	-0.058	0.05	31	2	-
HIP51459	F Dwarf (V)	HD90839_NAR_1	HIP51459_NARVAL_1	HD90839	-	NARVAL	825	42000	68000	6259	56	4.4	0.02	1.38	0.02	7.06	1.6	0.0	0.005	0.038	-0.087	0.063	-0.048	0.019	-0.028	0.026	-0.059	0.023	-0.078	0.014	-0.091	0.036	-0.123	0.02	-0.091	0.019	-0.039	0.028	-0.058	0.05	0.005	0.038	36	-0.087	0.063	18	-0.048	0.019	23	-0.025	0.025	195	-0.056	0.031	20	-0.059	0.023	2	-0.078	0.014	8	-0.091	0.036	36	-0.123	0.02	8	-0.091	0.019	12	-0.03	0.026	38	-0.083	0.037	8	-0.058	0.05	31	2	-
HIP5336	G Dwarf (V)	HD6582_FIE_1	HIP5336_FIES_1	HD6582	muCas	FIES	343	42000	65000	5358	31	4.49	0.01	0.3	0.22	3.89	1.6	0.0	-0.608	0.032	-0.684	0.048	-0.75	0.027	-0.811	0.043	-0.435	0.021	-0.97	0.013	-0.812	0.041	-0.633	0.024	-0.598	0.02	-0.47	0.037	-0.617	0.023	-0.608	0.032	49	-0.684	0.048	29	-0.75	0.027	35	-0.815	0.039	284	-0.768	0.078	30	-0.435	0.021	3	-0.97	0.013	12	-0.812	0.041	48	-0.633	0.024	12	-0.598	0.02	18	-0.458	0.038	50	-0.518	0.032	12	-0.617	0.023	47	3	-
HIP5336	G Dwarf (V)	HD6582_NAR_1	HIP5336_NARVAL_1	HD6582	muCas	NARVAL	366	42000	68000	5358	31	4.49	0.01	0.3	0.22	3.89	1.6	0.0	-0.608	0.032	-0.684	0.048	-0.75	0.027	-0.811	0.043	-0.435	0.021	-0.97	0.013	-0.812	0.041	-0.633	0.024	-0.598	0.02	-0.47	0.037	-0.617	0.023	-0.608	0.032	49	-0.684	0.048	29	-0.75	0.027	35	-0.815	0.039	284	-0.768	0.078	30	-0.435	0.021	3	-0.97	0.013	12	-0.812	0.041	48	-0.633	0.024	12	-0.598	0.02	18	-0.458	0.038	50	-0.518	0.032	12	-0.617	0.023	47	3	-
HIP544	G Dwarf (V)	HD166_NAR_1	HIP544_NARVAL_1	HD166	-	NARVAL	1059	42000	68000	5378	40	4.46	0.02	1.18	0.03	3.15	1.6	0.0	0.039	0.032	-0.095	0.037	0.003	0.021	0.0	0.029	-0.056	0.018	-0.059	0.059	-0.047	0.024	-0.062	0.041	0.041	0.02	-0.064	0.03	-0.072	0.027	0.039	0.032	43	-0.095	0.037	27	0.003	0.021	39	-0.007	0.029	259	0.071	0.03	28	-0.056	0.018	3	-0.059	0.059	12	-0.047	0.024	51	-0.062	0.041	12	0.041	0.02	14	-0.077	0.03	55	-0.002	0.03	12	-0.072	0.027	45	3	-
HIP544	G Dwarf (V)	HD166_UVE_1	HIP544_UVES_1	HD166	-	UVES	1045	42000	74450	5378	40	4.46	0.02	1.18	0.03	3.15	1.6	0.0	0.039	0.032	-0.095	0.037	0.003	0.021	0.0	0.029	-0.056	0.018	-0.059	0.059	-0.047	0.024	-0.062	0.041	0.041	0.02	-0.064	0.03	-0.072	0.027	0.039	0.032	43	-0.095	0.037	27	0.003	0.021	39	-0.007	0.029	259	0.071	0.03	28	-0.056	0.018	3	-0.059	0.059	12	-0.047	0.024	51	-0.062	0.041	12	0.041	0.02	14	-0.077	0.03	55	-0.002	0.03	12	-0.072	0.027	45	3	-
HIP5445	K Giant (III)	HD6755_HER_1	HIP5445_HERMES_1	HD6755	-	HERMES	136	42000	75000	4977	27	2.77	0.03	1.19	0.05	5.17	1.6	0.0	-1.459	0.049	-1.782	0.085	-1.873	0.085	-1.616	0.068	-1.447	0.078	-2.173	0.045	-1.818	0.076	-1.551	0.053	-1.462	0.054	-1.531	0.038	-1.867	0.046	-1.459	0.049	16	-1.782	0.085	2	-1.873	0.085	6	-1.65	0.068	71	-1.373	0.07	10	-1.447	0.078	1	-2.173	0.045	3	-1.818	0.076	7	-1.551	0.053	4	-1.462	0.054	3	-1.595	0.043	15	-1.288	0.017	4	-1.867	0.046	4	1	-
HIP54539	K Giant (III)	HD96833_NAR_1	HIP54539_NARVAL_1	HD96833	-	NARVAL	1521	42000	68000	4543	6	2.12	0.05	1.46	0.02	4.41	1.6	0.0	-0.159	0.057	-0.172	0.075	-0.149	0.055	-0.161	0.059	-0.062	0.023	-0.137	0.077	-0.175	0.045	-0.177	0.104	-0.024	0.085	-0.177	0.064	-0.216	0.109	-0.159	0.057	26	-0.172	0.075	18	-0.149	0.055	22	-0.161	0.058	158	-0.153	0.062	18	-0.062	0.023	2	-0.137	0.077	7	-0.175	0.045	30	-0.177	0.104	8	-0.024	0.085	11	-0.182	0.055	26	-0.161	0.091	8	-0.216	0.109	28	2	-
